id	sentence	e1_mention	e2_mention	relation
517_Sectime17	 , likely has some mile rate related ischemia .Admission Date : 2016-03-22 Discharge Date : 2016-04-04 Service : MEDICINE History of Present Illness : 75 yo F with CAD s/p MI x4 ( s/p LAD stent.	[rate related ischemia | PROBLEM]	[2016-04-04 | DATE]	Before
637_SECTIME41	 She was ambulating without difficulties .Admission Date : 2013-03-27 Discharge Date : 2013-04-01 Service : NEUROSURGERY Allergies : History of Present Illness : 58 yo female s/p high speed MVC .	[ambulating | OCCURRENCE]	[2013-04-01 | DATE]	Before
78_SECTIME91	 Cardiovascularly , the patient did extremely well following the surgery .Admission Date : 2016-12-30 Discharge Date : 2017-01-13 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : This is a 56 year old man with history of hypercholesterolemia and type II diabetes mellitus .	[the surgery | TREATMENT]	[2017-01-13 | DATE]	Before
516_SECTIME76	 He had an magnetic resonance imaging performed on October 18 , 1996 .ADMISSION DATE : 10/14/96 DISCHARGE DATE : 10/27/96 date of birth ; September 30 , 1917 THER PROCEDURES : arterial catheterization on 10/14/96 , head CT scan on 10/14/96 HISTORY AND REASON FOR HOSPITALIZATION : Granrivern Call is a 79-year-old right handed white male with a history of questionable progressive supranuclear palsy , atrial fibrillation , deep venous thrombosis , and pulmonary embolus who presents with a change in mental status and a fall at home .	[an magnetic resonance imaging | TEST]	[10/27/96 | DATE]	Before
757_SECTIME12	 Hyoscyamine Sulfate 0. Michael Morgan MD 43-508 Completed by : Justin RAO MD 71-039 2018-03-09 @ 0842 Signed electronically by : DR.	[Hyoscyamine Sulfate | TREATMENT]	[2018-03-09 | DATE]	Before
126_Sectime9	 He has been managing at home on restricted activity but able to get around with a walker but on the day before admission he became increasing dyspneic and on the day of admission he collapsed and was unable to walk to his bed .ADMISSION DATE : 09/08/96 DISCHARGE DATE : 09/17/96 HISTORY OF PRESENT ILLNESS : This 82 year old retired engineer has had multiple admissions to the Ph University Of Medical Center for multiple strokes and a spontaneous subdural hematoma and prostatic hypertrophy .	[increasing dyspneic | PROBLEM]	[09/08/96 | DATE]	Before
732_SECTIME64	 He had been on a diazepam CIWA scale prophylaxis against DT s; however , he had a very low CIWA scale during his entire admission and did not need any benzodiazepines .Admission Date : 2010-08-30 Discharge Date : 2010-08-31 Service : MEDICINE HISTORY OF THE PRESENT ILLNESS : This is a 33 - year-old Asian-Caucasian male with a history of Type 1 diabetes , asthma , alcohol abuse , and personality disorder / depression admitted on 2010-08-28 for persistent hypoglycemia .	[a very low CIWA scale | TEST]	[2010-08-31 | DATE]	Before
276_SECTIME121	 Started Campath in July , 2001 , complicated by lymphopenia / neutropenia and CMV infection , and underwent MUD stem cell transplant in December , 2002 .Admission Date : 11/17/2003 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 65-year-old man with refractory CLL , status post non-myeloblative stem cell transplant approximately nine months prior to admission , and status post prolonged recent Retelk County Medical Center stay for Acanthamoeba infection of skin and sinuses , complicated by ARS due to medication toxicity , as well as GVHD and recent CMV infection , readmitted for new fever , increasing creatinine , hepatomegaly and fluid surge spacing , in the setting of hyponatremia .	[lymphopenia | PROBLEM]	[11/17/2003 | DATE]	Before
238_SECTIME23	 Gastrointestinal Status : Her peak bilirubin occurred on day of life five and was total 12.Admission Date : 2013-04-24 Discharge Date : 2013-05-11 Service : NEONATOLOGY HISTORY : Richard Williams , Twin number II , was born at 31-6/7 weeks gestation by cesarean section for rupture of membranes of Twin number I and progressive preterm labor .	[total | TEST]	[2013-05-11 | DATE]	Before
166_SECTIME43	 HOSPITAL COURSE : Assessment was continued with laboratory studies which showed the patient to have a white blood cell count of 9 , hematocrit 39 , and platelets 470 .Admission Date : 07/04/1999 Discharge Date : 07/09/1999 Discharge Date : 07/09/1999 HISTORY OF THE PRESENT ILLNESS : This is a 49 year-old male with a history of a low anterior resection in May of 1998 and a recurrence of metastasis with asleeve of section of left colon diverting ileostomy for recurrent metastasis later in May of 1999 who presents with anterior midepigastric abdominal pain .	[showed | EVIDENTIAL]	[07/09/1999 | DATE]	Before
567_SECTIME153	 Fs was also checked 179 .Admission Date : 2013-09-05 Discharge Date : 2013-09-12 Service : MEDICINE History of Present Illness : HPI : This is a 79 y/o M with h/o of HTN , DM , recent CVA Theresa , chronic respiratory failure on vent , trached , ESRD on HD who was sent from rehab facility for worsening mental status .	[Fs | TEST]	[2013-09-05 | DATE]	Before
33_SECTIME20	 At Springfield , CT chest was positive for saddle PE .Admission Date : 2019-01-09 Discharge Date : 2019-01-15 Service : MEDICINE History of Present Illness : 45M w/no PMH presented to Chelseahospital after a syncopal episode on the morning of admission .	[PE | PROBLEM]	[2019-01-15 | DATE]	Before
752_TL47	 However by 24 hours he transitioned to low-flow nasal cannula and on day of life five transitioned to room air where he currently remains . Fluids , electrolytes and nutrition : The patient was initially maintained on intravenous fluids only and when his respiratory distress resolved he was transitioned to enteral feeds .	[24 hours | DURATION]	[transitioned | TREATMENT]	Before
47_SECTIME45	9 , blood pressure 90/50 , heart rate 128 , and O2 sat of 91% on room air .Admission Date : 11/24/1994 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : This is a 59-year-old white male .	[blood pressure | TEST]	[11/24/1994 | DATE]	Before
592_SECTIME22	 He has been taking breast milk or Enfamil 20 po adlib .Admission Date : 2012-05-08 Discharge Date : 2012-05-18 Service : Neonatology HISTORY : Baby Barbara Stead is a term infant admitted with increasing head circumference and bruising .	[Enfamil | TREATMENT]	[2012-05-18 | DATE]	Before
318_Sectime13	 The left external carotid artery was occluded at its origin , with collaterals from the internal carotid artery .ADMISSION DATE : 8/21/93 DISCHARGE DATE : 8/23/93 HISTORY OF PRESENT ILLNESS : This 68 year old female has rheumatic heart disease .	[occluded | PROBLEM]	[8/23/93 | DATE]	Before
78_SECTIME12	 Once consent and preoperative evaluation was complete , he was taken to the operating room .Admission Date : 2016-12-30 Discharge Date : 2017-01-13 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : This is a 56 year old man with history of hypercholesterolemia and type II diabetes mellitus .	[the operating room | CLINICAL_DEPT]	[2017-01-13 | DATE]	Before
516_SECTIME131	 His anticoagulation status had to be monitored very closely due to his history of deep venous thrombosis and pulmonary embolus as well as atrial fibrillation , but he could not be placed on a high amount of anticoagulation because of the new intraparenchymal bleed .ADMISSION DATE : 10/14/96 DISCHARGE DATE : 10/27/96 date of birth ; September 30 , 1917 THER PROCEDURES : arterial catheterization on 10/14/96 , head CT scan on 10/14/96 HISTORY AND REASON FOR HOSPITALIZATION : Granrivern Call is a 79-year-old right handed white male with a history of questionable progressive supranuclear palsy , atrial fibrillation , deep venous thrombosis , and pulmonary embolus who presents with a change in mental status and a fall at home .	[His anticoagulation | TREATMENT]	[10/27/96 | DATE]	Before
397_SECTIME35	 Anne 's Hospital as a transfer from the Kindred Park View Specialty Hospital of Springfield .Admission Date : 2014-03-05 Discharge Date : 2014-04-04 Service : CARDIOTHORACIC SURGERY HISTORY OF THE PRESENT ILLNESS : This is a 71 - year-old gentleman who was admitted to the St.	[a transfer | OCCURRENCE]	[2014-03-05 | DATE]	Before
527_SECTIME129	 and PICC tip and sputum growing enterobacter cloacae . The patient was terminally extubated on a morphine drip and ativan titrated for agonal breathing and discomfort ; scopolamine was used as an adjunct to control secretions and appeared comfortable when he died at 12:27 pm on 2017-03-04 .	[sputum | TEST]	[2017-03-04 | DATE]	Before
447_SECTIME27	6 grams per meter squared after her IFEX / MESNA were completed .Admission Date : 09/07/1992 Discharge Date : 09/12/1992 HISTORY OF PRESENT ILLNESS : The patient is a 31 year old gravida 0 with stage IV endometrial cancer and stage III-C ovarian cancer vs metastatic endometrial cancer for line 2 , cycle 1 chemotherapy .	[her IFEX | TREATMENT]	[09/12/1992 | DATE]	Before
326_SECTIME73	 The patient had ANCA , anti-GBM , anti-streptolycin , ANA , UPEP , SPEP , renal ultrasound , hepatitis C cryoglobulin sent out .ADMISSION DATE : 04/27/1998 DISCHARGE DATE : 05/02/1998 HISTORY OF PRESENT ILLNESS : The patient is a 72 year old white male with a history of coronary artery disease , status post a four vessel coronary artery bypass graft in 1983 , pulmonary hypertension , hepatitis C positive cirrhosis history with history of portal hypertension and status post an upper gastrointestinal bleed on 4-10-98 , who presents from Sondi Memorial for work up of pulmonary infiltrates , acute renal failure and pulmonary hypertension .	[hepatitis C cryoglobulin | TEST]	[05/02/1998 | DATE]	Before
11_Sectime31	 They felt it was most likely a malignant lymphangitic spread with pericardial involvement versus infectious , other cardiovascular causes , or viral bronchiolitis .Admission Date : 06/11/1991 Discharge Date : 06/22/1991 HISTORY OF PRESENT ILLNESS : Patient is a 28 year old gravida IV , para 2 with metastatic cervical cancer admitted with a question of malignant pericardial effusion .	[infectious | PROBLEM]	[06/22/1991 | DATE]	Before
92_SECTIME6	 Her diet was advanced without difficulty and the patient was stable for discharge .ADMISSION DATE : 12/13/2002 DISCHARGE DATE : 12/14/2002 HISTORY OF PRESENT ILLNESS : The patient is a 30 -year-old Gravida III , Para II who presented desiring definitive surgical sterilization .	[advanced | OCCURRENCE]	[12/14/2002 | DATE]	Before
447_SECTIME40	Admission Date : 09/07/1992 Discharge Date : 09/12/1992 HISTORY OF PRESENT ILLNESS : The patient is a 31 year old gravida 0 with stage IV endometrial cancer and stage III-C ovarian cancer vs metastatic endometrial cancer for line 2 , cycle 1 chemotherapy 	[chemotherapy | TREATMENT]	[09/12/1992 | DATE]	Before
752_SECTIME17	 He was noted to have some apnea and bradycardic spells of prematurity and was therefore started on caffeine .Admission Date : 2015-06-05 Discharge Date : 2015-06-10 Service : Neonatology HISTORY : The patient is a 1,770 gram male infant born by stat cesarean section for fetal bradycardia at 30-6/7 weeks gestation to a 29-year-old gravida 3 , para 0 now 1 mother .	[caffeine | TREATMENT]	[2015-06-10 | DATE]	Before
252_SECTIME109	 Once the patient 's creatinine had improved to baseline , her Lasix and ace inhibitor were restarted and the patient 's creatinine was noted to be stable .Admission Date : 2015-05-13 Discharge Date : 2015-05-20 Service : CME HISTORY OF PRESENT ILLNESS : This is a 104 year old female patient with a history of chronic obstructive pulmonary disease , coronary artery disease , hypertension and cerebrovascular accident who presents with shortness of breath and cough .	[the patient 's creatinine | TEST]	[2015-05-20 | DATE]	Before
276_SECTIME7	 He was again treated with Campath , had recurrent fever in association with sinus symptoms , with CT scan showing left maxillary sinusitis in association with new skin nodules on right elbow and buttocks .Admission Date : 11/17/2003 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 65-year-old man with refractory CLL , status post non-myeloblative stem cell transplant approximately nine months prior to admission , and status post prolonged recent Retelk County Medical Center stay for Acanthamoeba infection of skin and sinuses , complicated by ARS due to medication toxicity , as well as GVHD and recent CMV infection , readmitted for new fever , increasing creatinine , hepatomegaly and fluid surge spacing , in the setting of hyponatremia .	[sinus symptoms | PROBLEM]	[11/17/2003 | DATE]	Before
647_TL40	 Presented with spontaneous , premature rupture of membranes . Delivery by cesarean section secondary to twin B breech presentation .	[Presented | OCCURRENCE]	[Delivery by cesarean section | TREATMENT]	Before
422_SECTIME181	 Urine cultures returned with 10-100,000 organisms coag negative staph .Admission Date : 2017-07-12 Discharge Date : 2017-07-17 Service : MEDICINE History of Present Illness : 57 y/o F with multiple medical problems including polyendocrine deficiency comprised of adrenal insufficiency , DM , premature ovarian failure , hypoparathyroidism , addison 's disease and also breast CA and depression with multiple suicide attempts in the past who originally presented s/p tylenol with codeine overdose and hypotension , was intubated and admitted to the FICU .	[coag negative staph | PROBLEM]	[2017-07-17 | DATE]	Before
312_SECTIME6	 No headache , neckpain , nausea , vomiting or focal weakness / numbness .Admission Date : 2019-03-29 Discharge Date : 2019-04-01 Service : NEUROLOGY History of Present Illness : The patient is a 83 yo R-handed man with a history of multiple intracranial hemorrhages during the last few years , pacemaker , hyperlipidemia , arrhythmia who now presents with gradual decline in gait and slowing of mentation over the last week .	[neckpain | PROBLEM]	[2019-03-29 | DATE]	Before
6_Sectime5	 She was , therefore , cleared for the operating room , and on 3/3/92 , she underwent a left carotid endarterectomy , with continuous electroencephalogram monitoring and vein patch angioplasty , which was uneventful .ADMISSION DATE : 02/22/92 DISCHARGE DATE : 03/08/92 HISTORY OF PRESENT ILLNESS : Patient is a 72 year old female with known carotid stenosis , and recent carotid noninvasives at an outside hospital , which showed 90% left sided stenosis .	[continuous electroencephalogram monitoring | TEST]	[03/08/92 | DATE]	Before
627_SECTIME90	 # h/o CAD - There were new changes on EKG but pt was ruled out with 3 sets of negative cardiac enzymes .Admission Date : 2014-07-30 Discharge Date : 2014-08-04 Service : MEDICINE History of Present Illness : This is an 83 y/o female with moderate AS , s/p MVR 27 years ago , s/p PPM , DM , CHF , p/w dsypnea and increased work of breathing x 4-5 days .	[changes | PROBLEM]	[2014-08-04 | DATE]	Before
252_SECTIME55	 The patient 's electrocardiogram performed on hospital day number two was concerning for 2:1 heart block and the cardiology consult service was contacted for evaluation .Admission Date : 2015-05-13 Discharge Date : 2015-05-20 Service : CME HISTORY OF PRESENT ILLNESS : This is a 104 year old female patient with a history of chronic obstructive pulmonary disease , coronary artery disease , hypertension and cerebrovascular accident who presents with shortness of breath and cough .	[evaluation | TEST]	[2015-05-20 | DATE]	Before
247_SECTIME51	 He required some sedation and restraint and was begun on whatever Physical Therapy he could have given his head injury . He was finally sent home for home rehabilitation on 2011-02-23 .	[some sedation | TREATMENT]	[2011-02-23 | DATE]	Before
257_SECTIME119	 Hematologic and Infectious Disease : Initial CBC was notable for a white count of 5.Admission Date : 2013-11-01 Discharge Date : 2013-12-10 Service : Neonatology HISTORY : Mychelia Boyd was born at 28-2/7 weeks gestation and delivered due to unstoppable premature labor .	[a white count | TEST]	[2013-12-10 | DATE]	Before
32_SECTIME50	 HISTORY AND REASON FOR HOSPITALIZATION : The patient is a 55-year-old gentleman with a history of CAD status post non ST elevation MI in 11/17 who presents with chest pain X 48 hours .ADMISSION DATE : 05/13/2006 DISCHARGE DATE : 05/16/2006 PROCEDURES : Adenosine stress test .	[CAD | PROBLEM]	[05/13/2006 | DATE]	Before
552_SECTIME61	 Discussion was had at this time with the patient regarding whether or not this represented an infected abscess vs.Admission Date : 2009-03-27 Discharge Date : 2009-04-03 Service : GYNECOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 49-year-old gravida III , para II , who was sent from her primary care physician 's office secondary to lower abdominal pain .	[Discussion | OCCURRENCE]	[2009-04-03 | DATE]	Before
756_SECTIME23	 She has developed some new swallowing difficulty and since her transfer to a long term inpatient care facility , she has lost ten pounds .Admission Date : 10/23/1999 Discharge Date : 11/02/1999 HISTORY OF PRESENT ILLNESS : Ms.	[lost ten pounds | PROBLEM]	[10/23/1999 | DATE]	Before
113_SECTIME44	 Also , due to worsening renal function , she was started on octreotide / midodrine / albumin for hepatorenal ssyndrome ( Cr 3.Admission Date : 2015-03-26 Discharge Date : 2015-03-30 Service : MEDICINE History of Present Illness : 47 female with h/o HCV cirrhosis compocated by encephalopathy , ascites , and h/o portal vein thrombosis ( right anterior portal vein ) and portalcaval shunt ( reversed flow in main portal vein ) presents from liver clinic with increasing abdominal girth .	[hepatorenal ssyndrome | PROBLEM]	[2015-03-26 | DATE]	Before
332_Sectime28	 The CT showed increased soft tissues within the pharynx which was felt to be secondary to prolonged intubation / trauma .Admission Date : 2019-07-17 Discharge Date : 2019-07-27 Service : MEDICINE History of Present Illness : This is a 39 year-old female with a history of diabetes type I on an insulin pump , anemia , hypothyroidism , gastroparesis , GERD , who was transferred from Mediplex Rehab Hospital Hospital for further management of hypoxic respiratory failure .	[The CT | TEST]	[2019-07-27 | DATE]	Before
762_SECTIME32	 Postoperative laboratories revealed sodium was 134 , potassium was 4.Admission Date : 2016-11-21 Discharge Date : 2016-11-30 Service : CMED CCU CHIEF COMPLAINT AND HISTORY OF PRESENT ILLNESS : Mr.	[revealed | EVIDENTIAL]	[2016-11-30 | DATE]	Before
227_SECTIME231	 her O2 requirement by discharge was 96% on room air with no SOB .Admission Date : 2014-11-29 Discharge Date : 2014-12-05 Service : MEDICINE History of Present Illness : 47 yo F w/ h/o steroid-induced hyperglycemia , SLE w/ h/o pericarditis , transverse myelitis w/ paraplegia and neurogenic bladder s/p urostomy w/ ileal conduit , h/o ureteropelvic stone and urosepsis , and h/o RLE DVT a/w F 2014-11-29 transferred to CMED 2014-11-30 for hypotn resistant to IVFs and stress steroids .	[her O2 requirement | PROBLEM]	[2014-12-05 | DATE]	Before
188_Sectime9	 Orthopedics and Neurosurgery were consulted because of his injuries .Admission Date : 2015-10-26 Discharge Date : 2015-10-30 Service : SURGERY History of Present Illness : 17 yo male pedestrian who was struck by auto at unknown speed ; +LOC .	[consulted | OCCURRENCE]	[2015-10-30 | DATE]	Before
312_SECTIME14	 Review of systems : denies any fever , chills , weight loss , visual changes , hearing changes , dysphagia , tingling , numbness , bowel-bladder dysfunction , chest pain , shortness of breath , abdominal pain , dysuria , hematuria , or bright red blood per rectum .Admission Date : 2019-03-29 Discharge Date : 2019-04-01 Service : NEUROLOGY History of Present Illness : The patient is a 83 yo R-handed man with a history of multiple intracranial hemorrhages during the last few years , pacemaker , hyperlipidemia , arrhythmia who now presents with gradual decline in gait and slowing of mentation over the last week .	[weight loss | PROBLEM]	[2019-03-29 | DATE]	Before
516_SECTIME94	 However , this issue will need to be re-evaluated in six months time once the hematoma is less prominent to see if there is possibly an underlying tumor or arterial venous malformation that could be currently compressed by the area of hemorrhage .ADMISSION DATE : 10/14/96 DISCHARGE DATE : 10/27/96 date of birth ; September 30 , 1917 THER PROCEDURES : arterial catheterization on 10/14/96 , head CT scan on 10/14/96 HISTORY AND REASON FOR HOSPITALIZATION : Granrivern Call is a 79-year-old right handed white male with a history of questionable progressive supranuclear palsy , atrial fibrillation , deep venous thrombosis , and pulmonary embolus who presents with a change in mental status and a fall at home .	[an underlying tumor | PROBLEM]	[10/27/96 | DATE]	Before
237_SECTIME39	 CHF : EF 25% on Echo , states he takes lasix at home - Started lisinopril .Admission Date : 2016-03-31 Discharge Date : 2016-04-01 Service : MEDICINE History of Present Illness : 50 yo male , h/o CAD s/p stent to LAD in 2011 , Hypercholesterolemia , DM , cocaine abuse , presenting with chest pain .	[lisinopril | TREATMENT]	[2016-04-01 | DATE]	Before
611_SECTIME9	 Tongue protrudes 4 cm .ADMISSION DATE : 11/3/92 DISCHARGE DATE : 12/6/92 HISTORY OF PRESENT ILLNESS : The patient is a 68 year old , right handed caucasian female , former R.	[Tongue protrudes | PROBLEM]	[12/6/92 | DATE]	Before
253_SECTIME42	 Breast feeding was limited to four to five minutes on each side per recommendation of neurology after their evaluation to try and minimize incidence of gastroesophageal reflux .Admission Date : 2017-09-22 Discharge Date : 2017-09-27 Service : CMED CSRU HISTORY : Peggy Hammock is a full term baby boy born at 38 1/7 weeks by repeat cesarean section to a 34 year old gravida III , now para II mother .	[gastroesophageal reflux | PROBLEM]	[2017-09-27 | DATE]	Before
23_Sectime56	 Once on the floor patient stable .Admission Date : 2014-04-23 Discharge Date : 2014-04-28 Service : MEDICINE History of Present Illness : HPI : Ms.	[the floor | CLINICAL_DEPT]	[2014-04-28 | DATE]	Before
236_SECTIME108	 On August 20 , under local anesthesia the right pectoral region was explored and the leads disconnected and the pulse generator changed to a CPI unit in which the sensitivity could be adjusted to . TR : hfr DD : 08/22/1998 TD : 08/27/1998 3:56 P cc : ACHASTHA NICEMAEN GRAFT , M.	[a CPI unit | TREATMENT]	[08/22/1998 | DATE]	Before
516_SECTIME104	 He was on intravenous TNG and was supratherapeutic on his anti-coagulation .ADMISSION DATE : 10/14/96 DISCHARGE DATE : 10/27/96 date of birth ; September 30 , 1917 THER PROCEDURES : arterial catheterization on 10/14/96 , head CT scan on 10/14/96 HISTORY AND REASON FOR HOSPITALIZATION : Granrivern Call is a 79-year-old right handed white male with a history of questionable progressive supranuclear palsy , atrial fibrillation , deep venous thrombosis , and pulmonary embolus who presents with a change in mental status and a fall at home .	[supratherapeutic | PROBLEM]	[10/27/96 | DATE]	Before
142_SECTIME87	9 , hematocrit 47% , platelets 243,000 , 6% neutrophils , 0 bands .Admission Date : 2016-05-05 Discharge Date : 2016-06-15 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 30 and 08-01 week gestation female , triplet number two , delivered by cesarean section due to progressive preterm labor and triplet gestation .	[bands | TEST]	[2016-06-15 | DATE]	Before
282_SECTIME222	 8) CAD - w/ abnl EF , however pt tolerated aggressive fluid resusciation w/o significant hypoxia .Admission Date : 2011-12-17 Discharge Date : 2012-01-14 Service : NEUROLOGY History of Present Illness : 79 - year-old M recently diagnosed by biopsy with gliomatosis cerebri ( grade II astrocytoma ) in 8/04 , being treated with XRT , timidar .	[aggressive fluid resusciation | TREATMENT]	[2012-01-14 | DATE]	Before
412_SECTIME79	 At the hospital , she was started on Rocephin and Levaquin for a right lower lobe pneumonia seen on chest x-ray .Admission Date : 2015-07-12 Discharge Date : 2015-07-19 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : The patient is a 48 - year-old woman who was transferred from Shaugnessy-Kaplan Rehab Hospital .	[the hospital | CLINICAL_DEPT]	[2015-07-19 | DATE]	Before
248_SECTIME56	 He underwent catheterization on 2016-04-05 which revealed a left ventricular ejection fraction of 50% , no mitral regurgitation , insufficiency or hypokinesis 	[insufficiency | PROBLEM]	[2016-04-05 | DATE]	Before
303_SECTIME19	 There was apparent loss of consciousness at the scene and significant deformity of the anterior portion of the motorvehicle with positive starring of the windshield .Admission Date : 01/23/1992 Discharge Date : 01/26/1992 HISTORY OF PRESENT ILLNESS : The patient is a 20 year old black female who was a pedestrian when struck by a car at apparent high speed .	[conscious | OCCURRENCE]	[01/23/1992 | DATE]	Before
416_SECTIME88	 The patient also appeared to have stool from his Jackson-Pratt site and right oblique incision .ADMISSION DATE : 12/16/97 DISCHARGE DATE : 01/16/98 HISTORY OF PRESENT ILLNESS : The patient was a 53-year-old male with a longstanding history of renal disease with multiple complications and problems related to vascular access and hypercoagulable state .	[right oblique incision | PROBLEM]	[01/16/98 | DATE]	Before
463_SECTIME35	 The patient was admitted on February 23 , 1999 to Eifro Medical Center because of failure to thrive and decreased hematocrit .Admission Date : 03/03/1999 Discharge Date : 03/08/1999 HISTORY OF PRESENT ILLNESS : Mr.	[hematocrit | TEST]	[03/08/1999 | DATE]	Before
617_SECTIME182	 This should be repeated in several days as her mental status continues to clear .Admission Date : 2015-09-20 Discharge Date : 2015-09-30 Service : NEUROLOGY History of Present Illness : Ms.	[her mental status | TEST]	[2015-09-30 | DATE]	Before
807_SECTIME65	 However , they felt this event could not account for his new , severe global deficit ; this was thought to be secondary to a more pervasive process , likely anoxic encephalopathy , for which the prognosis is extremely grim .Admission Date : 2017-08-14 Discharge Date : 2017-08-23 Service : MEDICINE History of Present Illness : Mr.	[anoxic encephalopathy | PROBLEM]	[2017-08-23 | DATE]	Before
257_SECTIME140	 On day of life 15 for a hematocrit of 29 , she received 20 cc of packed red blood cells .Admission Date : 2013-11-01 Discharge Date : 2013-12-10 Service : Neonatology HISTORY : Mychelia Boyd was born at 28-2/7 weeks gestation and delivered due to unstoppable premature labor .	[a hematocrit | TEST]	[2013-12-10 | DATE]	Before
776_SECTIME74	 Actually in reviewing the records at this point , it appears that Pentamidine was not started initially so on the antibiotics of Erythromycin and Gentamicin , the patient  and apos;s respiratory status worsened and his LDH climbed so he began Pentamidine on 02/10/91 .Admission Date : 02/08/1991 Discharge Date : 02/18/1991 HISTORY OF PRESENT ILLNESS : Mr.	[the patient  and apos;s respiratory status worsened | PROBLEM]	[02/18/1991 | DATE]	Before
802_TL76	 He denies any CP , N/V/D , abdominal pain , or HA 	[abdominal pain | PROBLEM]	[denies | EVIDENTIAL]	Before
2_SECTIME13	 The patient denies any recent upper respiratory infections , no fevers , no chills , no change in cough , sputum .ADMISSION DATE : 03/30/1999 DISCHARGE DATE : 09/16/2006 HISTORY OF PRESENT ILLNESS : This is a 76 year old white male with severe chronic obstructive pulmonary disease who has had several recent admissions to Oaksgekesser/ Memorial Hospital for respiratory insuffiencey most often secondary to pneumonia .	[denies | EVIDENTIAL]	[03/30/1999 | DATE]	Before
193_SECTIME97	 Patient continued to do very well , ambulating , following the diet . Patient left on 2014-04-09 with VNA to home .	[do very well | OCCURRENCE]	[2014-04-09 | DATE]	Before
227_SECTIME116	 The patient was continued on Vancomycin and Gentamycin while speciation and sensitivities were pending .Admission Date : 2014-11-29 Discharge Date : 2014-12-05 Service : MEDICINE History of Present Illness : 47 yo F w/ h/o steroid-induced hyperglycemia , SLE w/ h/o pericarditis , transverse myelitis w/ paraplegia and neurogenic bladder s/p urostomy w/ ileal conduit , h/o ureteropelvic stone and urosepsis , and h/o RLE DVT a/w F 2014-11-29 transferred to CMED 2014-11-30 for hypotn resistant to IVFs and stress steroids .	[sensitivities | TEST]	[2014-12-05 | DATE]	Before
537_SECTIME35	 Based upon this wish the BIPAP was removed and he was placed on nasal cannula .Admission Date : 2014-01-20 Discharge Date : 2014-01-21 Service : MEDICINE History of Present Illness : CC : dyspnea HPI : 86 yo man with h/o CVA , CHF , recent episodes of aspiration pneumonia , who p/w dyspnea from his NH .	[the BIPAP | TREATMENT]	[2014-01-21 | DATE]	Before
446_SECTIME142	Admission Date : 06/19/1998 Discharge Date : 08/01/1998 HISTORY OF PRESENT ILLNESS : The patient is a 63 year-old woman transferred from Pre Health on June 19 , 1998 to the Verg Medical Center Intensive Care Unit for evaluation of thrombotic thrombocytopenic purpura and bronchiolitis obliterans organizing pneumonia 	[transferred | OCCURRENCE]	[06/19/1998 | DATE]	Before
78_SECTIME86	 A psychiatric consult was also obtained due to his mental status and confusion postoperatively but his psychiatric issues are mostly related to his neurologic insults and he has no distinctive psychiatric disorder , except for perhaps postoperative delirium .Admission Date : 2016-12-30 Discharge Date : 2017-01-13 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : This is a 56 year old man with history of hypercholesterolemia and type II diabetes mellitus .	[his neurologic insults | PROBLEM]	[2017-01-13 | DATE]	Before
497_Sectime12	 we Performed frequent large vol taps and attempted to give diuretics , but were limited by renal failure .Admission Date : 2018-05-26 Discharge Date : 2018-06-13 Service : MEDICINE History of Present Illness : 52 y.	[diuretics | TREATMENT]	[2018-06-13 | DATE]	Before
2_SECTIME77	 A chest x-ray showed clearing of the opacities in the chest x-ray that were consistent with pulmonary edema because he continued to have some abnormality in the right lower lobe .ADMISSION DATE : 03/30/1999 DISCHARGE DATE : 09/16/2006 HISTORY OF PRESENT ILLNESS : This is a 76 year old white male with severe chronic obstructive pulmonary disease who has had several recent admissions to Oaksgekesser/ Memorial Hospital for respiratory insuffiencey most often secondary to pneumonia .	[the chest x-ray | TEST]	[09/16/2006 | DATE]	Before
257_SECTIME57	 She passed meconium .Admission Date : 2013-11-01 Discharge Date : 2013-12-10 Service : Neonatology HISTORY : Mychelia Boyd was born at 28-2/7 weeks gestation and delivered due to unstoppable premature labor .	[passed meconium | OCCURRENCE]	[2013-12-10 | DATE]	Before
21_SECTIME13	 Other medical problems include hypothyroidism , hypercholesterolemia , hypertension and neuropathy from Taxol .ADMISSION DATE : 10/17/95 DISCHARGE DATE : 10/20/95 HISTORY OF PRESENT ILLNESS : This is a 73-year-old man with squamous cell carcinoma of the lung , status post lobectomy and resection of left cervical recurrence , admitted here with fever and neutropenia .	[neuropathy | PROBLEM]	[10/17/95 | DATE]	Before
496_SECTIME23	2 with a pCO2 of 21 .Admission Date : 06/10/1999 Discharge Date : 06/26/1999 HISTORY OF THE PRESENT ILLNESS : Mr.	[a pCO2 | TEST]	[06/26/1999 | DATE]	Before
